title,author,rating
Batavia's Graveyard: The True Story of the Mad Heretic Who Led History's Bloodiest Mutiny,Mike Dash,4.16
A Fine Balance,Rohinton Mistry,4.38
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.86
おやすみプンプン 1 [Oyasumi Punpun 1],Inio Asano,4.17
Three Past Midnight: The Library Policeman,Stephen        King,3.85
"Burned (Burned, #1)",Ellen Hopkins,4.25
Surrender,Sonya Hartnett,3.66
Death in Venice,Thomas Mann,3.74
Tideland,Mitch Cullin,3.68
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.55
Brighton Rock,Graham Greene,3.69
Beautiful You,Chuck Palahniuk,3.05
At the Mountains of Madness,H.P. Lovecraft,3.8
A Portrait of the Artist as a Young Man,James Joyce,3.64
The Brothers Karamazov,Fyodor Dostoevsky,4.38
Sometimes a Great Notion,Ken Kesey,4.26
The Fuck-Up,Arthur Nersesian,3.59
"3,096 Days",Natascha Kampusch,3.96
Small Sacrifices,Ann Rule,4.25
Equus,Peter Shaffer,3.92
Generation X: Tales for an Accelerated Culture,Douglas Coupland,3.74
Dreamcatcher,Stephen        King,3.66
Hope: A Tragedy,Shalom Auslander,3.45
"Deadly Captive (Deadly Captive, #1)",Bianca Sommerland,3.46
Wise Blood,Flannery O'Connor,3.83
Deliverance,James Dickey,3.89
Roots: The Saga of an American Family,Alex Haley,4.44
The Great Gatsby,F. Scott Fitzgerald,3.93
The Monk,Matthew Gregory Lewis,3.84
Voluntary Madness,Vicki Hendricks,3.7
"1Q84 (1Q84, #1-3)",Haruki Murakami,3.95
The Complete Stories and Poems,Edgar Allan Poe,4.4
The Casual Vacancy,J.K. Rowling,3.31
"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.42
The Protocols of the Learned Elders of Zion,Matvei Vasilyevich Golovinski,3.25
Such a Pretty Girl,Laura Wiess,3.86
The Informers,Bret Easton Ellis,3.4
Brave New World and Brave New World Revisited,Aldous Huxley,4.16
Thérèse Raquin,Émile Zola,3.73
Dark Matter,Blake Crouch,4.14
Defending Jacob,William Landay,
"Stolen (Stolen, #1)",Lucy Christopher,3.89
I Know My First Name is Steven: The True Story of the Steven Stayner Abduction Case,Mike  Echols,4.16
The Largesse of the Sea Maiden,Denis Johnson,3.94
My Friend Dahmer: A Graphic Novel,Derf Backderf,3.91
The Butcher Boy,Patrick McCabe,3.83
Picnic at Hanging Rock,Joan Lindsay,3.66
Song of Kali,Dan Simmons,3.61
The V Girl: A Coming of Age Story,Mya Robarts,3.97
Satan Burger,Carlton Mellick III,3.56
"The Monstrumologist (The Monstrumologist, #1)",Rick Yancey,3.91
The Goldfinch,Donna Tartt,3.96
"Gyo, Vol. 1",Junji Ito,3.84
Moon Tiger,Penelope Lively,3.91
"Empathy (Empathy, #1)",Ker Dukey,
Into the Wild,Jon Krakauer,4.01
Monster Love,Carol Topolski,3.55
A Prayer for Owen Meany,John Irving,4.24
Kindred,Octavia E. Butler,4.31
But What If We're Wrong? Thinking About the Present As If It Were the Past,Chuck Klosterman,3.66
The Man in the High Castle,Philip K. Dick,3.6
"The Notebook, The Proof, The Third Lie: Three Novels",Ágota Kristóf,4.41
The Bunker Diary,Kevin Brooks,3.8
おやすみプンプン コミック 全13巻完結セット,Inio Asano,4.67
Right to Life,Jack Ketchum,3.53
World War Z: An Oral History of the Zombie War,Max Brooks,4.02
Change We Can Believe In: Barack Obama's Plan to Renew America's Promise,Obama for Change,3.77
The Bone People,Keri Hulme,4.04
Communion: A True Story,Whitley Strieber,3.52
Le Bruit et la Fureur,William Faulkner,3.86
Heart of Darkness and The Secret Sharer,Joseph Conrad,3.51
The Regulators,Richard  Bachman,3.72
Tweak: Growing Up On Methamphetamines,Nic Sheff,3.98
The Woman in Black,Susan         Hill,3.75
"Annihilation (Southern Reach, #1)",Jeff VanderMeer,3.78
Earthlings,Sayaka Murata,3.6
"Uzumaki: Spiral into Horror, Vol. 1",Junji Ito,4.43
Running Wild,J.G. Ballard,3.58
Kin,Kealan Patrick Burke,3.88
Looking for Mr. Goodbar,Judith Rossner,3.67
Paddy Clarke Ha Ha Ha,Roddy Doyle,3.75
The Fever,Megan Abbott,3.1
Playground,Aron Beauregard,3.46
Fatal Vision,Joe McGinniss,4.12
Hollywood,Charles Bukowski,3.81
Night Stalker: The Life and Crimes of Richard Ramirez,Philip Carlo,4.02
Song of the Silent Snow,Hubert Selby Jr.,3.84
"Charles Manson: Coming Down Fast, A Chilling Biography",Simon Wells,3.9
House of Secrets,Lowell Cauffiel,3.97
Flow Down Like Silver,Ki Longfellow,4.01
I Know This Much Is True,Wally Lamb,4.21
Baise-Moi,Virginie Despentes,3.51
Inside Scientology: The Story of America's Most Secretive Religion,Janet Reitman,3.87
Dubliners,James Joyce,3.84
The Book of Lies,Aleister Crowley,3.82
The End of the Affair,Graham Greene,3.9
"Seduced in the Dark (The Dark Duet, #2)",C.J. Roberts,4.27
Vurt,Jeff Noon,4.04
"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",Chelsea Cain,3.93
"If You Liked School, You'll Love Work",Irvine Welsh,3.47
Waiting Period,Hubert Selby Jr.,3.4
"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.1
The Sex Lives of Siamese Twins,Irvine Welsh,3.66
"Kiss Me, Judas",Will Christopher Baer,3.81
No Longer Human,Osamu Dazai,3.97
Franz Kafka's The Castle,David Fishelson,4.1
"I Am Her... (I Am Her..., #1)",Sarah Ann Walker,3.95
Growth of the Soil,Knut Hamsun,4.23
"Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings",Michelle Knight,4.17
"Justine, Philosophy in the Bedroom, and Other Writings",Marquis de Sade,3.7
The Feast of the Goat,Mario Vargas Llosa,4.34
"A Decent Ride (Terry Lawson, #3)",Irvine Welsh,3.9
Apathy and Other Small Victories,Paul Neilan,3.82
When the Wind Blows,Raymond Briggs,4.28
"Brilliance (Brilliance Saga, #1)",Marcus Sakey,3.98
The Old Man and the Sea,Ernest Hemingway,3.81
The Magus,John Fowles,4.05
Night Film,Marisha Pessl,3.78
"Bunny (Bunny, #1)",Mona Awad,3.49
"Justine, or The Misfortunes of Virtue",Marquis de Sade,3.42
Monster,Walter Dean Myers,3.73
Heart-Shaped Box,Joe Hill,3.84
"Beauty's Punishment (Sleeping Beauty, #2)",A.N. Roquelaure,3.63
"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,3.98
Baby Teeth,Zoje Stage,3.6
Against Nature,Joris-Karl Huysmans,3.8
The Awakening,Kate Chopin,3.68
Ecstasy,Irvine Welsh,3.61
Delta of Venus,Anaïs Nin,3.61
"Tricks (Tricks, #1)",Ellen Hopkins,4.28
The Sexy Part of the Bible,Kola Boof,3.72
The Seven Days of Peter Crumb,Jonny Glynn,3.43
The Five Gates of Hell,Rupert Thomson,3.76
"Deviant: The Shocking True Story of Ed Gein, the Original ""Psycho""",Harold Schechter,3.91
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.25
Closer,Dennis Cooper,3.67
I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,4.12
The Orphan Master's Son,ADAM JOHSON,4.07
We Disappear,Scott Heim,3.59
The Most Dangerous Game,Richard Connell,3.95
Midnight’s Children,Salman Rushdie,3.98
Bartleby the Scrivener,Herman Melville,3.93
"Preacher, Volume 1: Gone to Texas",Garth Ennis,4.16
Joyland,Stephen        King,3.93
Of Human Bondage,W. Somerset Maugham,4.15
"Joseph Fallen (The Estate, #0.5)",M.S. Willis,4.12
BOAT SHOES – SOLILOQUY OF A USELESS EATER: Book Two,Daire Feeney,4.73
Pomegranate Juice: Sacrilegious Tales of Dark Abrahamic Horror,Magnus Wilton,3.92
Foxe's Book of Martyrs,John Foxe,4.26
Leaving Isn't the Hardest Thing,Lauren  Hough,3.41
Total Abuse: Collected Writings 1984-1995,Peter Sotos,4.08
The Squatter,Jonathan  Dunne,3.9
The Book of Ruth,Jane Hamilton,3.86
The Way the Crow Flies,Ann-Marie MacDonald,4.12
A Question of Sanity,Katherine Black,4.23
"Hunger (Gone, #2)",Michael  Grant,4.02
Cosmic Banditos,A.C. Weisbecker,4.07
Asking For It,Louise O'Neill,
JPod,Douglas Coupland,3.71
Beatrice and Virgil,Yann Martel,3.18
The Willows,Algernon Blackwood,4.06
Leverage,Katherine Black,4.27
Watching People Burn,Julian Darius,4.01
Corpalism,Arun D. Ellis,3.37
Jimmy,William Malmborg,3.72
The House of Dolls,Ka-tzetnik 135633,3.74
Come Closer,Sara Gran,3.66
The Slave Factory,Julian Darius,4.06
Pedigree Crush with a Twisted Gene,Katherine Black,4.79
Genital Grinder,Ryan Harding,3.55
Nowhere Boulevard,Katherine Black,4.47
"Doctor Sleep (The Shining, #2)",Stephen        King,4.13
Lapvona,Ottessa Moshfegh,3.54
Damaged,Cathy Glass,4.27
Fail-Safe,Eugene Burdick,4.16
Succulent Prey,Wrath James White,3.76
False Memory,Dean Koontz,3.9
Trapped (The Konrath Dark Thriller Collective #4),J.A. Konrath,3.86
Harvest Home,Thomas Tryon,3.82
NOS4A2,Joe Hill,4.08
The Little Stranger,Sarah Waters,3.57
"Terrorscape (Horrorscape, #3)",Nenia Campbell,3.89
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,4.56
House,Frank E. Peretti,3.56
"Damned (Damned, #1)",Chuck Palahniuk,3.41
"The Girl with All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,3.95
The Mosquito Coast,Paul Theroux,3.81
"The Year of the Flood (MaddAddam Trilogy, #2)",Margaret Atwood,4.06
Treasure Island,Robert Louis Stevenson,3.85
The Corrections,Jonathan Franzen,3.84
Waiting for Godot,Samuel Beckett,3.84
Feed,M.T. Anderson,3.55
Koko,Peter Straub,3.6
"Garden of Shadows (Dollanganger, #5)",V.C. Andrews,3.94
Foucault’s Pendulum,Umberto Eco,3.91
After,Amy Efaw,3.73
Journey to the End of the Night,Louis-Ferdinand Céline,4.19
For Whom the Bell Tolls,Ernest Hemingway,3.98
Sarah,J.T. LeRoy,3.47
"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,4.27
"I Am Not a Serial Killer (John Cleaver, #1)",Dan Wells,3.79
"Hater (Hater, #1)",David Moody,3.65
"The Chocolate War (Chocolate War, #1)",Robert Cormier,3.49
Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.85
Whiteout,Ken Follett,3.67
Fledgling,Octavia E. Butler,3.81
Slammerkin,Emma Donoghue,3.75
The Chrysalids,John Wyndham,3.93
"Life After Life (Todd Family, #1)",Kate Atkinson,3.78
Sexing the Cherry,Jeanette Winterson,3.84
The Blind Assassin,Margaret Atwood,3.96
"The Treatment (Jack Caffery, #2)",Mo Hayder,4.03
"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,3.99
"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts,4.38
The Insult,Rupert Thomson,3.63
Pricksongs and Descants,Robert Coover,3.77
The General's Daughter,Nelson DeMille,4.11
The Mezzanine,Nicholson Baker,3.84
"Skulduggery Pleasant (Skulduggery Pleasant, #1)",Derek Landy,4.18
The Things They Carried,Tim O'Brien,4.14
"Perfect Victim: The True Story of ""The Girl in the Box"" by the D.A. Who Prosecuted Her Captor",Christine McGuire,
The Contortionist's Handbook,Craig Clevenger,3.97
Titus Andronicus,William Shakespeare,3.68
Black Like Me,John Howard Griffin,4.11
Complicity,Iain Banks,3.91
The Dinner,Herman Koch,3.21
"Crossed, Vol. 1",Garth Ennis,3.65
Billy,Whitley Strieber,3.72
Romeo and Juliet,William Shakespeare,3.74
What Happened to Cass McBride?,Gail Giles,3.71
"Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America",Gilbert King,4.4
Cocaine Nights,J.G. Ballard,3.56
"The Spy Who Came In from the Cold (George Smiley, #3)",John Le Carré,4.08
The Outsider,Stephen        King,4.01
"I Hunt Killers (I Hunt Killers, #1)",Barry Lyga,4.01
The Death of Ivan Ilych,Leo Tolstoy,4.13
Dirty Snow,Georges Simenon,3.89
Zeitoun,Dave Eggers,4.05
Diary of a Madman,Nikolai Gogol,3.84
"Henry and June: The Unexpurgated Diary of Anaïs Nin, 1931-1932",Anaïs Nin,3.93
Revival,Stephen        King,3.8
The Weight of Water,Anita Shreve,3.65
"Blindsighted (Grant County, #1)",Karin Slaughter,4.1
Go Set a Watchman,Harper Lee,3.31
"The Death Cure (The Maze Runner, #3)",James Dashner,3.78
Great Expectations,Charles Dickens,3.8
The Storyteller,Jodi Picoult,4.3
Bring Me Back,B.A. Paris,3.5
Whispers,Dean Koontz,3.93
All Souls: A Family Story from Southie,Michael Patrick MacDonald,4.08
The Call of the Wild,Jack London,3.91
Slaves of New York,Tama Janowitz,3.52
"Lies (Gone, #3)",Michael  Grant,4.07
"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,3.78
"Dark Angel (Casteel, #2)",V.C. Andrews,
"Bad Luck and Trouble (Jack Reacher, #11)",Lee Child,4.22
Divided Kingdom,Rupert Thomson,3.53
Water for Elephants,Sara Gruen,4.11
The Idiot,Fyodor Dostoevsky,4.21
My Loose Thread,Dennis Cooper,3.77
The Electric Kool-Aid Acid Test,Tom Wolfe,3.92
My Idea of Fun,Will Self,3.53
Lucky,Alice Sebold,3.77
First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4.35
Revolutionary Road,Richard Yates,3.93
"In the Woods (Dublin Murder Squad, #1)",Tana French,3.79
Escape,Carolyn Jessop,3.98
The Little Engine That Could,Watty Piper,4.19
Philosophy in the Boudoir,Marquis de Sade,3.43
Tell Me Your Dreams,Sidney Sheldon,3.99
"Never Go Back (Jack Reacher, #18)",Lee Child,4.09
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.89
"Flow My Tears, the Policeman Said",Philip K. Dick,3.91
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.34
Diary of a Lost Girl: The Autobiography of Kola Boof,Kola Boof,3.59
QB VII,Leon Uris,4.2
The Nazi Doctors: Medical Killing and the Psychology of Genocide,Robert Jay Lifton,4.12
Die Therapie,Sebastian Fitzek,4.17
Survival in the Killing Fields,Haing Ngor,4.55
The Basketball Diaries,Jim Carroll,3.99
A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous,4.28
Ruby,Cynthia Bond,3.65
The Crow Road,Iain Banks,4.09
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.17
The Woman in the Dunes,Kōbō Abe,3.89
On Chesil Beach,Ian McEwan,3.62
Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.01
Ordeal by Hunger: The Story of the Donner Party,George R. Stewart,4.08
Auto-da-Fé,Elias Canetti,4.02
Slander & DOUBT,Alistair Baillie,4.11
The Innocent Man,John Grisham,3.86
Life After Hell: Surviving Sexual Abuse,Gladys Quintal,4.25
"The Surgeon (Rizzoli & Isles, #1)",Tess Gerritsen,4.1
Feuchtgebiete,Charlotte Roche,2.87
"Wind from the Abyss (Silistra, #3)",Janet E. Morris,4.04
The Singularity is Coming: The Artificial Intelligence Explosion,Tony  Thorne,4.31
The Ocean at the End of the Lane,Neil Gaiman,4.02
Blue Meat Blues,Joshua McGrath,4.22
The California Butcher,Stephen  Rhoades,3.93
Sanctuary,William Faulkner,3.63
Spring Water,John     Fitzgerald,4.36
The People in the Trees,Hanya Yanagihara,3.73
The Seventh Word,Scott L. Smith,3.48
Hemlock Grove,Brian McGreevy,3.48
A Small Corner of Hell: Dispatches from Chechnya,Anna Politkovskaya,4.31
"The Hypnotist (Joona Linna, #1)",Lars Kepler,3.74
Notice,Heather  Lewis,3.35
A Wolf at the Table,Augusten Burroughs,3.75
Neuropath,R. Scott Bakker,3.52
A Feast of Snakes,Harry Crews,4.01
Survival Is Not Enough: Soviet Realities and America's Future,Richard Pipes,3.85
People Who Eat Darkness: The Fate of Lucie Blackman,Richard Lloyd Parry,3.79
Juliette,Marquis de Sade,3.68
The Woods Are Dark,Richard Laymon,3.54
"The Kill Order (The Maze Runner, #0.4)",James Dashner,3.71
The Passenger,Lisa Lutz,3.72
Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,Howard F. Lyman,4.13
Invisible Darkness,Stephen    Williams,3.9
Make Something Up: Stories You Can't Unread,Chuck Palahniuk,3.52
Assuming Names: A Con Artist's Masquerade,Tanya Thompson,3.66
The Bad Place,Dean Koontz,3.94
The Magic Castle: A Mother's Harrowing True Story Of Her Adoptive Son's Multiple Personalities-- And The Triumph Of Healing,Carole Smith,4.07
"Dearly Devoted Dexter (Dexter, #2)",Jeff Lindsay,3.87
Goth,Otsuichi,4.01
Nineteen Minutes,Jodi Picoult,4.17
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.83
Snuff,Eric Enck,3.59
"Heaven (Casteel, #1)",V.C. Andrews,4.05
Charlotte Gray,Sebastian Faulks,3.83
Axolotl,Julio Cortázar,4.13
The Christmas Sweater,Glenn Beck,3.83
The Prince of Tides,Pat Conroy,4.26
The Terror,Dan Simmons,4.08
The Other,Thomas Tryon,3.98
Angler: The Cheney Vice Presidency,Barton Gellman,4.04
"Mr. Clarinet (Max Mingus, #1)",Nick Stone,3.77
"Dexter in the Dark (Dexter, #3)",Jeff Lindsay,3.57
Break Her,B.G. Harlen,3.51
Three Hundred Million,Blake Butler,3.54
Takeover: The Return of the Imperial Presidency and the Subversion of American Democracy,Charlie Savage,4.1
A Tale of Two Cities,Charles Dickens,3.87
The Theory and Practice of Hell,Eugen Kogon,4.24
Nothing,Janne Teller,3.71
The House of the Spirits,Isabel Allende,4.29
The Setting Sun,Osamu Dazai,3.98
Grotesque,Natsuo Kirino,3.74
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand,3.55
As Meat Loves Salt,Maria McCann,3.92
The Last House on Needless Street,Catriona Ward,3.84
"Horrorscape (Horrorscape, #2)",Nenia Campbell,3.74
Lethal Marriage: The Unspeakable Crimes of Paul Bernardo and Karla Homolka,Nick Pron,3.95
What's Eating Gilbert Grape,Peter Hedges,4.1
Auschwitz and After,Charlotte Delbo,4.42
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.02
"Along Came a Spider (Alex Cross, #1)",James  Patterson,4.13
I Miss The World,Violet LeVoit,3.79
Even the Dogs,Jon McGregor,3.52
The October Country,Ray Bradbury,4.11
"The Flowers of Evil, Vol. 1",Shuzo Oshimi,3.8
Holy Bible: New International Version,Anonymous,4.62
Disclosure,Michael Crichton,3.8
The Satanic Verses,Salman Rushdie,3.71
The Wall,Marlen Haushofer,4.03
Knockemstiff,Donald Ray Pollock,3.98
Incidents in the Life of a Slave Girl,Harriet Ann Jacobs,4.16
Shame,Salman Rushdie,3.86
Lost Souls,Poppy Z. Brite,3.9
Barabbas,Pär Lagerkvist,3.87
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,4.11
Fade,Robert Cormier,3.79
The Death of Mrs. Westaway,Ruth Ware,3.8
Uncle Tom's Cabin,Harriet Beecher Stowe,3.91
"Fallen (Will Trent, #5)",Karin Slaughter,4.23
"All That Remains (Kay Scarpetta, #3)",Patricia Cornwell,4.07
The Shoemaker,Flora Rheta Schreiber,3.75
Papillon,Henri Charrière,4.23
"Burning in Water, Drowning in Flame",Charles Bukowski,4.05
Cold Skin,Albert Sánchez Piñol,3.66
Educated,Tara Westover,4.47
Five Chimneys: A Woman Survivor's True Story of Auschwitz,Olga Lengyel,4.41
Life After God,Douglas Coupland,3.84
"Beauty's Release (Sleeping Beauty, #3)",A.N. Roquelaure,3.72
The Kid,Sapphire,2.7
"The Isle of Blood (The Monstrumologist, #3)",Rick Yancey,4.23
Do Androids Dream of Electric Sheep?,Philip K. Dick,4.09
The Great Santini,Pat Conroy,4.16
"American Assassin (Mitch Rapp, #1)",Vince Flynn,4.25
"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",Tom Clancy,4.13
Genesis,Bernard Beckett,3.9
The Mayor of Casterbridge,Thomas Hardy,3.86
"Alone (Detective D.D. Warren, #1)",Lisa Gardner,3.97
"Barefoot Gen, Volume Two: The Day After",Keiji Nakazawa,4.38
Lisey's Story,Stephen        King,3.7
"The Curse of the Wendigo (The Monstrumologist, #2)",Rick Yancey,4.17
My Story,Elizabeth  Smart,3.88
Verity,Colleen Hoover,4.31
Where the Red Fern Grows,Wilson Rawls,4.12
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.06
Four Past Midnight,Stephen        King,3.95
The Lonely Polygamist,Brady Udall,3.52
"Temple of the Winds (Sword of Truth, #4)",Terry Goodkind,4.03
The Mysterious Stranger and Other Stories,Mark Twain,4.02
Urban Gothic,Brian Keene,3.75
The Book of Night Women,Marlon James,4.37
Luckiest Girl Alive,Jessica Knoll,3.54
"Sexus (The Rosy Crucifixion, #1)",Henry Miller,
L'Éducation sentimentale,Gustave Flaubert,3.81
Marathon Man,William Goldman,4.11
"Colder, Vol. 1",Paul Tobin,3.79
"Cold Vengeance (Pendergast, #11)",Douglas Preston,4.11
"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,4.05
"The Expats (Kate Moore, #1)",Chris  Pavone,3.51
Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri Fink,3.93
"1st to Die (Women's Murder Club, #1)",James  Patterson,4.1
Dreams of Leaving,Rupert Thomson,3.86
I Never Promised You a Rose Garden,Hannah  Green,3.9
High on Arrival,Mackenzie Phillips,3.84
"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,4.13
Where the Heart Is,Billie Letts,4.04
Fight Club 2,Chuck Palahniuk,3.05
Wake in Fright,Kenneth Cook,3.97
Night Train,Martin Amis,3.27
Under the Volcano,Malcolm Lowry,3.76
The Blood Countess,Andrei Codrescu,3.5
"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",Sophocles,3.99
Stolen Innocence,Elissa Wall,3.94
"Relic (Pendergast, #1)",Douglas Preston,4.05
"Birdman (Jack Caffery, #1)",Mo Hayder,3.89
Playground: A Childhood Lost Inside The Playboy Mansion,Jennifer Saginor,3.49
Reheated Cabbage,Irvine Welsh,3.68
"The Affair (Jack Reacher, #16)",Lee Child,4.16
"Alas, Babylon",Pat Frank,4.09
The Day of the Jackal,Frederick Forsyth,4.27
The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.12
Portrait of a Killer: Jack the Ripper - Case Closed,Patricia Cornwell,3.48
